[Year],[State],[S&E Fields],[SEH Fields],[Public or Private],[Sex],[Citizenship],[Graduate Students]
2015,West Virginia,Science and engineering,Engineering,Public,Female,Foreign nationals,90
2015,Kentucky,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,223"
2015,Kentucky,Science and engineering,Science,Public,Male,Foreign nationals,501
2015,Kentucky,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,496"
2015,Kentucky,Science and engineering,Science,Public,Female,Foreign nationals,373
2015,Kentucky,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),435
2015,Kentucky,Science and engineering,Engineering,Public,Male,Foreign nationals,254
2015,Kentucky,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),111
2015,Kentucky,Science and engineering,Engineering,Public,Female,Foreign nationals,80
2015,Georgia,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"4,835"
2015,Georgia,Science and engineering,Science,Public,Male,Foreign nationals,"1,982"
2015,Georgia,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"3,316"
2015,Georgia,Science and engineering,Science,Public,Female,Foreign nationals,"1,172"
2015,Georgia,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),410
2015,Georgia,Science and engineering,Science,Private,Male,Foreign nationals,192
2015,Georgia,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),711
2015,Georgia,Science and engineering,Science,Private,Female,Foreign nationals,153
2015,Georgia,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,511"
2015,Georgia,Science and engineering,Engineering,Public,Male,Foreign nationals,"1,487"
2015,Georgia,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),405
2015,Georgia,Science and engineering,Engineering,Public,Female,Foreign nationals,448
2015,Georgia,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),91
2015,Georgia,Science and engineering,Engineering,Private,Male,Foreign nationals,8
2015,Georgia,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),23
2015,Georgia,Science and engineering,Engineering,Private,Female,Foreign nationals,1
2015,Connecticut,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),876
2015,Connecticut,Science and engineering,Science,Public,Male,Foreign nationals,496
2015,Connecticut,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,136"
2015,Connecticut,Science and engineering,Science,Public,Female,Foreign nationals,492
2015,Connecticut,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,101"
2015,Connecticut,Science and engineering,Science,Private,Male,Foreign nationals,939
2015,Connecticut,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,784"
2015,Connecticut,Science and engineering,Science,Private,Female,Foreign nationals,727
2015,Connecticut,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),350
2015,Connecticut,Science and engineering,Engineering,Public,Male,Foreign nationals,285
2015,Connecticut,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),100
2015,Connecticut,Science and engineering,Engineering,Public,Female,Foreign nationals,130
2015,Connecticut,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),269
2015,Connecticut,Science and engineering,Engineering,Private,Male,Foreign nationals,"1,008"
2015,Connecticut,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),84
2015,Connecticut,Science and engineering,Engineering,Private,Female,Foreign nationals,272
2015,Florida,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"4,905"
2015,Florida,Science and engineering,Science,Public,Male,Foreign nationals,"1,974"
2015,Florida,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"5,629"
2015,Florida,Science and engineering,Science,Public,Female,Foreign nationals,"1,444"
2015,Florida,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,015"
2015,Florida,Science and engineering,Science,Private,Male,Foreign nationals,516
2015,Florida,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,373"
2015,Florida,Science and engineering,Science,Private,Female,Foreign nationals,378
2015,Florida,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"2,049"
2015,Florida,Science and engineering,Engineering,Public,Male,Foreign nationals,"2,398"
2015,Florida,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),634
2015,Florida,Science and engineering,Engineering,Public,Female,Foreign nationals,755
2015,Florida,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),312
2015,Florida,Science and engineering,Engineering,Private,Male,Foreign nationals,613
2015,Florida,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),76
2015,Florida,Science and engineering,Engineering,Private,Female,Foreign nationals,158
2015,Virginia,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"4,199"
2015,Virginia,Science and engineering,Science,Public,Male,Foreign nationals,"1,390"
2015,Virginia,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"3,877"
2015,Virginia,Science and engineering,Science,Public,Female,Foreign nationals,946
2015,Virginia,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),90
2015,Virginia,Science and engineering,Science,Private,Male,Foreign nationals,19
2015,Virginia,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),214
2015,Virginia,Science and engineering,Science,Private,Female,Foreign nationals,18
2015,Virginia,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,975"
2015,Virginia,Science and engineering,Engineering,Public,Male,Foreign nationals,"1,379"
2015,Virginia,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),631
2015,Virginia,Science and engineering,Engineering,Public,Female,Foreign nationals,449
2015,New Hampshire,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),277
2015,New Hampshire,Science and engineering,Science,Public,Male,Foreign nationals,66
2015,New Hampshire,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),203
2015,New Hampshire,Science and engineering,Science,Public,Female,Foreign nationals,62
2015,New Hampshire,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),359
2015,New Hampshire,Science and engineering,Science,Private,Male,Foreign nationals,171
2015,New Hampshire,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),232
2015,New Hampshire,Science and engineering,Science,Private,Female,Foreign nationals,112
2015,New Hampshire,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),113
2015,New Hampshire,Science and engineering,Engineering,Public,Male,Foreign nationals,54
2015,New Hampshire,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),26
2015,New Hampshire,Science and engineering,Engineering,Public,Female,Foreign nationals,21
2015,New Hampshire,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),55
2015,New Hampshire,Science and engineering,Engineering,Private,Male,Foreign nationals,84
2015,New Hampshire,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),28
2015,New Hampshire,Science and engineering,Engineering,Private,Female,Foreign nationals,26
2015,Wisconsin,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"2,016"
2015,Wisconsin,Science and engineering,Science,Public,Male,Foreign nationals,"1,007"
2015,Wisconsin,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"2,073"
2015,Wisconsin,Science and engineering,Science,Public,Female,Foreign nationals,681
2015,Wisconsin,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),204
2015,Wisconsin,Science and engineering,Science,Private,Male,Foreign nationals,80
2015,Wisconsin,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),176
2015,Wisconsin,Science and engineering,Science,Private,Female,Foreign nationals,44
2015,Wisconsin,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),917
2015,Wisconsin,Science and engineering,Engineering,Public,Male,Foreign nationals,734
2015,Wisconsin,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),193
2015,Wisconsin,Science and engineering,Engineering,Public,Female,Foreign nationals,241
2015,Wisconsin,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),127
2015,Wisconsin,Science and engineering,Engineering,Private,Male,Foreign nationals,60
2015,Wisconsin,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),46
2015,Wisconsin,Science and engineering,Engineering,Private,Female,Foreign nationals,15
2015,New Jersey,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,974"
2015,New Jersey,Science and engineering,Science,Public,Male,Foreign nationals,"1,253"
2015,New Jersey,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"2,099"
2015,New Jersey,Science and engineering,Science,Public,Female,Foreign nationals,897
2015,New Jersey,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,053"
2015,New Jersey,Science and engineering,Science,Private,Male,Foreign nationals,"1,180"
2015,New Jersey,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,234"
2015,New Jersey,Science and engineering,Science,Private,Female,Foreign nationals,678
2015,New Jersey,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,029"
2015,New Jersey,Science and engineering,Engineering,Public,Male,Foreign nationals,"1,126"
2015,New Jersey,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),327
2015,New Jersey,Science and engineering,Engineering,Public,Female,Foreign nationals,365
2015,New Jersey,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),618
2015,New Jersey,Science and engineering,Engineering,Private,Male,Foreign nationals,"1,043"
2015,New Jersey,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),173
2015,New Jersey,Science and engineering,Engineering,Private,Female,Foreign nationals,360
2015,Ohio,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"3,701"
2015,Ohio,Science and engineering,Science,Public,Male,Foreign nationals,"2,240"
2015,Ohio,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"4,397"
2015,Ohio,Science and engineering,Science,Public,Female,Foreign nationals,"1,650"
2015,Ohio,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),735
2015,Ohio,Science and engineering,Science,Private,Male,Foreign nationals,276
2015,Ohio,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,364"
2015,Ohio,Science and engineering,Science,Private,Female,Foreign nationals,227
2015,Ohio,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"2,068"
2015,Ohio,Science and engineering,Engineering,Public,Male,Foreign nationals,"2,887"
2015,Ohio,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),462
2015,Ohio,Science and engineering,Engineering,Public,Female,Foreign nationals,896
2015,Ohio,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),328
2015,Ohio,Science and engineering,Engineering,Private,Male,Foreign nationals,596
2015,Ohio,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),103
2015,Ohio,Science and engineering,Engineering,Private,Female,Foreign nationals,230
2015,Texas,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"8,421"
2015,Texas,Science and engineering,Science,Public,Male,Foreign nationals,"7,243"
2015,Texas,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"10,507"
2015,Texas,Science and engineering,Science,Public,Female,Foreign nationals,"4,579"
2015,Texas,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,167"
2015,Texas,Science and engineering,Science,Private,Male,Foreign nationals,968
2015,Texas,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,102"
2015,Texas,Science and engineering,Science,Private,Female,Foreign nationals,537
2015,Texas,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"3,351"
2015,Texas,Science and engineering,Engineering,Public,Male,Foreign nationals,"8,747"
2015,Texas,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,002"
2015,Texas,Science and engineering,Engineering,Public,Female,Foreign nationals,"2,428"
2015,Texas,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),427
2015,Texas,Science and engineering,Engineering,Private,Male,Foreign nationals,456
2015,Texas,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),139
2015,Texas,Science and engineering,Engineering,Private,Female,Foreign nationals,155
2015,Missouri,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,522"
2015,Missouri,Science and engineering,Science,Public,Male,Foreign nationals,"2,895"
2015,Missouri,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,540"
2015,Missouri,Science and engineering,Science,Public,Female,Foreign nationals,"1,312"
2015,Missouri,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),905
2015,Missouri,Science and engineering,Science,Private,Male,Foreign nationals,356
2015,Missouri,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,068"
2015,Missouri,Science and engineering,Science,Private,Female,Foreign nationals,233
2015,Missouri,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),558
2015,Missouri,Science and engineering,Engineering,Public,Male,Foreign nationals,"1,409"
2015,Missouri,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),124
2015,Missouri,Science and engineering,Engineering,Public,Female,Foreign nationals,402
2015,Missouri,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),288
2015,Missouri,Science and engineering,Engineering,Private,Male,Foreign nationals,326
2015,Missouri,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),99
2015,Missouri,Science and engineering,Engineering,Private,Female,Foreign nationals,117
2015,Oregon,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,735"
2015,Oregon,Science and engineering,Science,Public,Male,Foreign nationals,470
2015,Oregon,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,827"
2015,Oregon,Science and engineering,Science,Public,Female,Foreign nationals,367
2015,Oregon,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),33
2015,Oregon,Science and engineering,Science,Private,Male,Foreign nationals,6
2015,Oregon,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),72
2015,Oregon,Science and engineering,Science,Private,Female,Foreign nationals,5
2015,Oregon,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),515
2015,Oregon,Science and engineering,Engineering,Public,Male,Foreign nationals,667
2015,Oregon,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),138
2015,Oregon,Science and engineering,Engineering,Public,Female,Foreign nationals,192
2015,Oregon,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),4
2015,Oregon,Science and engineering,Engineering,Private,Male,Foreign nationals,1
2015,Oregon,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),2
2015,Alabama,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,928"
2015,Alabama,Science and engineering,Science,Public,Male,Foreign nationals,636
2015,Alabama,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"2,671"
2015,Alabama,Science and engineering,Science,Public,Female,Foreign nationals,431
2015,Alabama,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),16
2015,Alabama,Science and engineering,Science,Private,Male,Foreign nationals,9
2015,Alabama,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),20
2015,Alabama,Science and engineering,Science,Private,Female,Foreign nationals,9
2015,Alabama,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),966
2015,Alabama,Science and engineering,Engineering,Public,Male,Foreign nationals,824
2015,Alabama,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),248
2015,Alabama,Science and engineering,Engineering,Public,Female,Foreign nationals,208
2015,Alabama,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),14
2015,Alabama,Science and engineering,Engineering,Private,Male,Foreign nationals,17
2015,Alabama,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),8
2015,Alabama,Science and engineering,Engineering,Private,Female,Foreign nationals,3
2015,North Carolina,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"3,977"
2015,North Carolina,Science and engineering,Science,Public,Male,Foreign nationals,"1,698"
2015,North Carolina,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"4,383"
2015,North Carolina,Science and engineering,Science,Public,Female,Foreign nationals,"1,056"
2015,North Carolina,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),809
2015,North Carolina,Science and engineering,Science,Private,Male,Foreign nationals,488
2015,North Carolina,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),819
2015,North Carolina,Science and engineering,Science,Private,Female,Foreign nationals,359
2015,North Carolina,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,281"
2015,North Carolina,Science and engineering,Engineering,Public,Male,Foreign nationals,"1,493"
2015,North Carolina,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),442
2015,North Carolina,Science and engineering,Engineering,Public,Female,Foreign nationals,476
2015,North Carolina,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),248
2015,North Carolina,Science and engineering,Engineering,Private,Male,Foreign nationals,186
2015,North Carolina,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),121
2015,North Carolina,Science and engineering,Engineering,Private,Female,Foreign nationals,83
2015,Massachusetts,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,559"
2015,Massachusetts,Science and engineering,Science,Public,Male,Foreign nationals,865
2015,Massachusetts,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,851"
2015,Massachusetts,Science and engineering,Science,Public,Female,Foreign nationals,647
2015,Massachusetts,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"5,204"
2015,Massachusetts,Science and engineering,Science,Private,Male,Foreign nationals,"3,455"
2015,Massachusetts,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"5,367"
2015,Massachusetts,Science and engineering,Science,Private,Female,Foreign nationals,"2,405"
2015,Massachusetts,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),543
2015,Massachusetts,Science and engineering,Engineering,Public,Male,Foreign nationals,592
2015,Massachusetts,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),182
2015,Massachusetts,Science and engineering,Engineering,Public,Female,Foreign nationals,238
2015,Massachusetts,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"2,186"
2015,Massachusetts,Science and engineering,Engineering,Private,Male,Foreign nationals,"2,438"
2015,Massachusetts,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),835
2015,Massachusetts,Science and engineering,Engineering,Private,Female,Foreign nationals,892
2015,Kansas,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,467"
2015,Kansas,Science and engineering,Science,Public,Male,Foreign nationals,698
2015,Kansas,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,674"
2015,Kansas,Science and engineering,Science,Public,Female,Foreign nationals,581
2015,Kansas,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),8
2015,Kansas,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),28
2015,Kansas,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),471
2015,Kansas,Science and engineering,Engineering,Public,Male,Foreign nationals,657
2015,Kansas,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),130
2015,Kansas,Science and engineering,Engineering,Public,Female,Foreign nationals,193
2015,South Dakota,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),553
2015,South Dakota,Science and engineering,Science,Public,Male,Foreign nationals,289
2015,South Dakota,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),355
2015,South Dakota,Science and engineering,Science,Public,Female,Foreign nationals,151
2015,South Dakota,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),132
2015,South Dakota,Science and engineering,Engineering,Public,Male,Foreign nationals,138
2015,South Dakota,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),53
2015,South Dakota,Science and engineering,Engineering,Public,Female,Foreign nationals,28
2015,Maryland,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"4,927"
2015,Maryland,Science and engineering,Science,Public,Male,Foreign nationals,"1,166"
2015,Maryland,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"4,029"
2015,Maryland,Science and engineering,Science,Public,Female,Foreign nationals,900
2015,Maryland,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),959
2015,Maryland,Science and engineering,Science,Private,Male,Foreign nationals,532
2015,Maryland,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,145"
2015,Maryland,Science and engineering,Science,Private,Female,Foreign nationals,418
2015,Maryland,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,066"
2015,Maryland,Science and engineering,Engineering,Public,Male,Foreign nationals,866
2015,Maryland,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),309
2015,Maryland,Science and engineering,Engineering,Public,Female,Foreign nationals,278
2015,Maryland,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),267
2015,Maryland,Science and engineering,Engineering,Private,Male,Foreign nationals,244
2015,Maryland,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),94
2015,Maryland,Science and engineering,Engineering,Private,Female,Foreign nationals,99
2015,District of Columbia,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),32
2015,District of Columbia,Science and engineering,Science,Public,Male,Foreign nationals,9
2015,District of Columbia,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),26
2015,District of Columbia,Science and engineering,Science,Public,Female,Foreign nationals,35
2015,District of Columbia,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"3,096"
2015,District of Columbia,Science and engineering,Science,Private,Male,Foreign nationals,"1,227"
2015,District of Columbia,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"4,009"
2015,District of Columbia,Science and engineering,Science,Private,Female,Foreign nationals,"1,439"
2015,District of Columbia,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),2
2015,District of Columbia,Science and engineering,Engineering,Public,Male,Foreign nationals,4
2015,District of Columbia,Science and engineering,Engineering,Public,Female,Foreign nationals,1
2015,District of Columbia,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),533
2015,District of Columbia,Science and engineering,Engineering,Private,Male,Foreign nationals,318
2015,District of Columbia,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),192
2015,District of Columbia,Science and engineering,Engineering,Private,Female,Foreign nationals,78
2015,Louisiana,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,324"
2015,Louisiana,Science and engineering,Science,Public,Male,Foreign nationals,700
2015,Louisiana,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,698"
2015,Louisiana,Science and engineering,Science,Public,Female,Foreign nationals,416
2015,Louisiana,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),258
2015,Louisiana,Science and engineering,Science,Private,Male,Foreign nationals,125
2015,Louisiana,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),371
2015,Louisiana,Science and engineering,Science,Private,Female,Foreign nationals,113
2015,Louisiana,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),295
2015,Louisiana,Science and engineering,Engineering,Public,Male,Foreign nationals,512
2015,Louisiana,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),71
2015,Louisiana,Science and engineering,Engineering,Public,Female,Foreign nationals,164
2015,Louisiana,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),29
2015,Louisiana,Science and engineering,Engineering,Private,Male,Foreign nationals,25
2015,Louisiana,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),20
2015,Louisiana,Science and engineering,Engineering,Private,Female,Foreign nationals,14
2015,Tennessee,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,412"
