[Year],[State],[S&E Fields],[SEH Fields],[Public or Private],[Sex],[Citizenship],[Graduate Students]
1998,Florida,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"2,806"
1998,Florida,Science and engineering,Science,Public,Female,Foreign nationals,363
1998,Florida,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,105"
1998,Florida,Science and engineering,Science,Private,Male,Foreign nationals,262
1998,Florida,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,527"
1998,Florida,Science and engineering,Science,Private,Female,Foreign nationals,174
1998,Florida,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,881"
1998,Florida,Science and engineering,Engineering,Public,Male,Foreign nationals,882
1998,Florida,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),508
1998,Florida,Science and engineering,Engineering,Public,Female,Foreign nationals,173
1998,Florida,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),247
1998,Florida,Science and engineering,Engineering,Private,Male,Foreign nationals,136
1998,Florida,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),85
1998,Florida,Science and engineering,Engineering,Private,Female,Foreign nationals,26
1998,Virginia,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"3,584"
1998,Virginia,Science and engineering,Science,Public,Male,Foreign nationals,796
1998,Virginia,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"2,917"
1998,Virginia,Science and engineering,Science,Public,Female,Foreign nationals,466
1998,Virginia,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),84
1998,Virginia,Science and engineering,Science,Private,Male,Foreign nationals,18
1998,Virginia,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),122
1998,Virginia,Science and engineering,Science,Private,Female,Foreign nationals,44
1998,Virginia,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,828"
1998,Virginia,Science and engineering,Engineering,Public,Male,Foreign nationals,690
1998,Virginia,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),492
1998,Virginia,Science and engineering,Engineering,Public,Female,Foreign nationals,134
1998,Virginia,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),16
1998,Virginia,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),11
1998,New Hampshire,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),243
1998,New Hampshire,Science and engineering,Science,Public,Male,Foreign nationals,68
1998,New Hampshire,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),215
1998,New Hampshire,Science and engineering,Science,Public,Female,Foreign nationals,47
1998,New Hampshire,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),167
1998,New Hampshire,Science and engineering,Science,Private,Male,Foreign nationals,50
1998,New Hampshire,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),94
1998,New Hampshire,Science and engineering,Science,Private,Female,Foreign nationals,37
1998,New Hampshire,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),108
1998,New Hampshire,Science and engineering,Engineering,Public,Male,Foreign nationals,29
1998,New Hampshire,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),18
1998,New Hampshire,Science and engineering,Engineering,Public,Female,Foreign nationals,9
1998,New Hampshire,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),25
1998,New Hampshire,Science and engineering,Engineering,Private,Male,Foreign nationals,18
1998,New Hampshire,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),8
1998,New Hampshire,Science and engineering,Engineering,Private,Female,Foreign nationals,5
1998,Wisconsin,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,891"
1998,Wisconsin,Science and engineering,Science,Public,Male,Foreign nationals,681
1998,Wisconsin,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,744"
1998,Wisconsin,Science and engineering,Science,Public,Female,Foreign nationals,362
1998,Wisconsin,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),216
1998,Wisconsin,Science and engineering,Science,Private,Male,Foreign nationals,101
1998,Wisconsin,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),210
1998,Wisconsin,Science and engineering,Science,Private,Female,Foreign nationals,74
1998,Wisconsin,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),591
1998,Wisconsin,Science and engineering,Engineering,Public,Male,Foreign nationals,507
1998,Wisconsin,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),155
1998,Wisconsin,Science and engineering,Engineering,Public,Female,Foreign nationals,104
1998,Wisconsin,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),508
1998,Wisconsin,Science and engineering,Engineering,Private,Male,Foreign nationals,81
1998,Wisconsin,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),113
1998,Wisconsin,Science and engineering,Engineering,Private,Female,Foreign nationals,16
1998,New Jersey,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,766"
1998,New Jersey,Science and engineering,Science,Public,Male,Foreign nationals,827
1998,New Jersey,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,598"
1998,New Jersey,Science and engineering,Science,Public,Female,Foreign nationals,451
1998,New Jersey,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,083"
1998,New Jersey,Science and engineering,Science,Private,Male,Foreign nationals,522
1998,New Jersey,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,025"
1998,New Jersey,Science and engineering,Science,Private,Female,Foreign nationals,254
1998,New Jersey,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),740
1998,New Jersey,Science and engineering,Engineering,Public,Male,Foreign nationals,464
1998,New Jersey,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),215
1998,New Jersey,Science and engineering,Engineering,Public,Female,Foreign nationals,173
1998,New Jersey,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),623
1998,New Jersey,Science and engineering,Engineering,Private,Male,Foreign nationals,343
1998,New Jersey,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),155
1998,New Jersey,Science and engineering,Engineering,Private,Female,Foreign nationals,77
1998,Ohio,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"3,358"
1998,Ohio,Science and engineering,Science,Public,Male,Foreign nationals,"1,495"
1998,Ohio,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"2,951"
1998,Ohio,Science and engineering,Science,Public,Female,Foreign nationals,971
1998,Ohio,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),844
1998,Ohio,Science and engineering,Science,Private,Male,Foreign nationals,164
1998,Ohio,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,538"
1998,Ohio,Science and engineering,Science,Private,Female,Foreign nationals,88
1998,Ohio,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,509"
1998,Ohio,Science and engineering,Engineering,Public,Male,Foreign nationals,"1,876"
1998,Ohio,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),310
1998,Ohio,Science and engineering,Engineering,Public,Female,Foreign nationals,370
1998,Ohio,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),474
1998,Ohio,Science and engineering,Engineering,Private,Male,Foreign nationals,258
1998,Ohio,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),99
1998,Ohio,Science and engineering,Engineering,Private,Female,Foreign nationals,59
1998,Texas,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"6,723"
1998,Texas,Science and engineering,Science,Public,Male,Foreign nationals,"2,750"
1998,Texas,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"6,524"
1998,Texas,Science and engineering,Science,Public,Female,Foreign nationals,"1,312"
1998,Texas,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),871
1998,Texas,Science and engineering,Science,Private,Male,Foreign nationals,313
1998,Texas,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),857
1998,Texas,Science and engineering,Science,Private,Female,Foreign nationals,160
1998,Texas,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"2,634"
1998,Texas,Science and engineering,Engineering,Public,Male,Foreign nationals,"2,250"
1998,Texas,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),636
1998,Texas,Science and engineering,Engineering,Public,Female,Foreign nationals,380
1998,Texas,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),660
1998,Texas,Science and engineering,Engineering,Private,Male,Foreign nationals,255
1998,Texas,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),141
1998,Texas,Science and engineering,Engineering,Private,Female,Foreign nationals,59
1998,Missouri,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,160"
1998,Missouri,Science and engineering,Science,Public,Male,Foreign nationals,389
1998,Missouri,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,054"
1998,Missouri,Science and engineering,Science,Public,Female,Foreign nationals,219
1998,Missouri,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),626
1998,Missouri,Science and engineering,Science,Private,Male,Foreign nationals,196
1998,Missouri,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),635
1998,Missouri,Science and engineering,Science,Private,Female,Foreign nationals,106
1998,Missouri,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),406
1998,Missouri,Science and engineering,Engineering,Public,Male,Foreign nationals,375
1998,Missouri,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),96
1998,Missouri,Science and engineering,Engineering,Public,Female,Foreign nationals,73
1998,Missouri,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),171
1998,Missouri,Science and engineering,Engineering,Private,Male,Foreign nationals,89
1998,Missouri,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),33
1998,Missouri,Science and engineering,Engineering,Private,Female,Foreign nationals,30
1998,Oregon,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,160"
1998,Oregon,Science and engineering,Science,Public,Male,Foreign nationals,291
1998,Oregon,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),969
1998,Oregon,Science and engineering,Science,Public,Female,Foreign nationals,195
1998,Oregon,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),54
1998,Oregon,Science and engineering,Science,Private,Male,Foreign nationals,66
1998,Oregon,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),20
1998,Oregon,Science and engineering,Science,Private,Female,Foreign nationals,22
1998,Oregon,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),284
1998,Oregon,Science and engineering,Engineering,Public,Male,Foreign nationals,264
1998,Oregon,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),70
1998,Oregon,Science and engineering,Engineering,Public,Female,Foreign nationals,60
1998,Oregon,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),98
1998,Oregon,Science and engineering,Engineering,Private,Male,Foreign nationals,11
1998,Oregon,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),20
1998,Oregon,Science and engineering,Engineering,Private,Female,Foreign nationals,1
1998,Alabama,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,540"
1998,Alabama,Science and engineering,Science,Public,Male,Foreign nationals,514
1998,Alabama,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,320"
1998,Alabama,Science and engineering,Science,Public,Female,Foreign nationals,246
1998,Alabama,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),32
1998,Alabama,Science and engineering,Science,Private,Male,Foreign nationals,7
1998,Alabama,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),29
1998,Alabama,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),779
1998,Alabama,Science and engineering,Engineering,Public,Male,Foreign nationals,335
1998,Alabama,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),204
1998,Alabama,Science and engineering,Engineering,Public,Female,Foreign nationals,61
1998,Alabama,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),23
1998,Alabama,Science and engineering,Engineering,Private,Male,Foreign nationals,21
1998,Alabama,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),6
1998,Alabama,Science and engineering,Engineering,Private,Female,Foreign nationals,1
1998,North Carolina,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"2,663"
1998,North Carolina,Science and engineering,Science,Public,Male,Foreign nationals,522
1998,North Carolina,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"2,893"
1998,North Carolina,Science and engineering,Science,Public,Female,Foreign nationals,294
1998,North Carolina,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),629
1998,North Carolina,Science and engineering,Science,Private,Male,Foreign nationals,123
1998,North Carolina,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),505
1998,North Carolina,Science and engineering,Science,Private,Female,Foreign nationals,71
1998,North Carolina,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,013"
1998,North Carolina,Science and engineering,Engineering,Public,Male,Foreign nationals,481
1998,North Carolina,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),277
1998,North Carolina,Science and engineering,Engineering,Public,Female,Foreign nationals,114
1998,North Carolina,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),166
1998,North Carolina,Science and engineering,Engineering,Private,Male,Foreign nationals,41
1998,North Carolina,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),45
1998,North Carolina,Science and engineering,Engineering,Private,Female,Foreign nationals,8
1998,Massachusetts,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,203"
1998,Massachusetts,Science and engineering,Science,Public,Male,Foreign nationals,574
1998,Massachusetts,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,145"
1998,Massachusetts,Science and engineering,Science,Public,Female,Foreign nationals,407
1998,Massachusetts,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"3,812"
1998,Massachusetts,Science and engineering,Science,Private,Male,Foreign nationals,"1,871"
1998,Massachusetts,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"3,245"
1998,Massachusetts,Science and engineering,Science,Private,Female,Foreign nationals,"1,119"
1998,Massachusetts,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),696
1998,Massachusetts,Science and engineering,Engineering,Public,Male,Foreign nationals,376
1998,Massachusetts,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),160
1998,Massachusetts,Science and engineering,Engineering,Public,Female,Foreign nationals,97
1998,Massachusetts,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"2,473"
1998,Massachusetts,Science and engineering,Engineering,Private,Male,Foreign nationals,"1,258"
1998,Massachusetts,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),739
1998,Massachusetts,Science and engineering,Engineering,Private,Female,Foreign nationals,422
1998,Kansas,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,596"
1998,Kansas,Science and engineering,Science,Public,Male,Foreign nationals,547
1998,Kansas,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,976"
1998,Kansas,Science and engineering,Science,Public,Female,Foreign nationals,354
1998,Kansas,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),508
1998,Kansas,Science and engineering,Engineering,Public,Male,Foreign nationals,515
1998,Kansas,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),81
1998,Kansas,Science and engineering,Engineering,Public,Female,Foreign nationals,90
1998,South Dakota,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),286
1998,South Dakota,Science and engineering,Science,Public,Male,Foreign nationals,85
1998,South Dakota,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),180
1998,South Dakota,Science and engineering,Science,Public,Female,Foreign nationals,33
1998,South Dakota,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),100
1998,South Dakota,Science and engineering,Engineering,Public,Male,Foreign nationals,107
1998,South Dakota,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),34
1998,South Dakota,Science and engineering,Engineering,Public,Female,Foreign nationals,4
1998,Maryland,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,678"
1998,Maryland,Science and engineering,Science,Public,Male,Foreign nationals,711
1998,Maryland,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,746"
1998,Maryland,Science and engineering,Science,Public,Female,Foreign nationals,431
1998,Maryland,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),808
1998,Maryland,Science and engineering,Science,Private,Male,Foreign nationals,272
1998,Maryland,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,111"
1998,Maryland,Science and engineering,Science,Private,Female,Foreign nationals,177
1998,Maryland,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),762
1998,Maryland,Science and engineering,Engineering,Public,Male,Foreign nationals,589
1998,Maryland,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),213
1998,Maryland,Science and engineering,Engineering,Public,Female,Foreign nationals,135
1998,Maryland,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),303
1998,Maryland,Science and engineering,Engineering,Private,Male,Foreign nationals,116
1998,Maryland,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),82
1998,Maryland,Science and engineering,Engineering,Private,Female,Foreign nationals,26
1998,District of Columbia,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),3
1998,District of Columbia,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,950"
1998,District of Columbia,Science and engineering,Science,Private,Male,Foreign nationals,613
1998,District of Columbia,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"2,587"
1998,District of Columbia,Science and engineering,Science,Private,Female,Foreign nationals,551
1998,District of Columbia,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),778
1998,District of Columbia,Science and engineering,Engineering,Private,Male,Foreign nationals,378
1998,District of Columbia,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),256
1998,District of Columbia,Science and engineering,Engineering,Private,Female,Foreign nationals,98
1998,Louisiana,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,341"
1998,Louisiana,Science and engineering,Science,Public,Male,Foreign nationals,573
1998,Louisiana,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,399"
1998,Louisiana,Science and engineering,Science,Public,Female,Foreign nationals,240
1998,Louisiana,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),212
1998,Louisiana,Science and engineering,Science,Private,Male,Foreign nationals,90
1998,Louisiana,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),219
1998,Louisiana,Science and engineering,Science,Private,Female,Foreign nationals,44
1998,Louisiana,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),294
1998,Louisiana,Science and engineering,Engineering,Public,Male,Foreign nationals,448
1998,Louisiana,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),52
1998,Louisiana,Science and engineering,Engineering,Public,Female,Foreign nationals,71
1998,Louisiana,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),88
1998,Louisiana,Science and engineering,Engineering,Private,Male,Foreign nationals,45
1998,Louisiana,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),33
1998,Louisiana,Science and engineering,Engineering,Private,Female,Foreign nationals,12
1998,Tennessee,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,432"
1998,Tennessee,Science and engineering,Science,Public,Male,Foreign nationals,298
1998,Tennessee,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,497"
1998,Tennessee,Science and engineering,Science,Public,Female,Foreign nationals,149
1998,Tennessee,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),359
1998,Tennessee,Science and engineering,Science,Private,Male,Foreign nationals,136
1998,Tennessee,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),374
1998,Tennessee,Science and engineering,Science,Private,Female,Foreign nationals,60
1998,Tennessee,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),700
1998,Tennessee,Science and engineering,Engineering,Public,Male,Foreign nationals,303
1998,Tennessee,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),146
1998,Tennessee,Science and engineering,Engineering,Public,Female,Foreign nationals,82
1998,Tennessee,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),149
1998,Tennessee,Science and engineering,Engineering,Private,Male,Foreign nationals,142
1998,Tennessee,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),49
1998,Tennessee,Science and engineering,Engineering,Private,Female,Foreign nationals,15
1998,New Mexico,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,001"
1998,New Mexico,Science and engineering,Science,Public,Male,Foreign nationals,284
1998,New Mexico,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),898
1998,New Mexico,Science and engineering,Science,Public,Female,Foreign nationals,103
1998,New Mexico,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),362
1998,New Mexico,Science and engineering,Engineering,Public,Male,Foreign nationals,180
1998,New Mexico,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),84
1998,New Mexico,Science and engineering,Engineering,Public,Female,Foreign nationals,38
1998,Minnesota,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,329"
1998,Minnesota,Science and engineering,Science,Public,Male,Foreign nationals,577
1998,Minnesota,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,481"
1998,Minnesota,Science and engineering,Science,Public,Female,Foreign nationals,334
1998,Minnesota,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),600
1998,Minnesota,Science and engineering,Science,Private,Male,Foreign nationals,14
1998,Minnesota,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,107"
1998,Minnesota,Science and engineering,Science,Private,Female,Foreign nationals,18
1998,Minnesota,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),532
1998,Minnesota,Science and engineering,Engineering,Public,Male,Foreign nationals,412
1998,Minnesota,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),158
1998,Minnesota,Science and engineering,Engineering,Public,Female,Foreign nationals,95
1998,Minnesota,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),3
1998,Minnesota,Science and engineering,Engineering,Private,Male,Foreign nationals,1
1998,Minnesota,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),1
1998,Oklahoma,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),980
1998,Oklahoma,Science and engineering,Science,Public,Male,Foreign nationals,424
1998,Oklahoma,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),797
1998,Oklahoma,Science and engineering,Science,Public,Female,Foreign nationals,195
1998,Oklahoma,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),63
1998,Oklahoma,Science and engineering,Science,Private,Male,Foreign nationals,27
1998,Oklahoma,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),84
1998,Oklahoma,Science and engineering,Science,Private,Female,Foreign nationals,18
1998,Oklahoma,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),419
1998,Oklahoma,Science and engineering,Engineering,Public,Male,Foreign nationals,506
1998,Oklahoma,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),142
1998,Oklahoma,Science and engineering,Engineering,Public,Female,Foreign nationals,65
